jogador_primario,jogador_secundario,arbitro,pecas_pretas,pecas_brancas,data_inicio,data_fim,vencedor,id,chave_campeonato,chave_salao
Player 784,Player 785,Referee 784,8,8,2021-05-03 19:28:21.878643,2021-05-03 20:28:21.878643,Player 785,784,Championship 784,Venue 784
Player 785,Player 786,Referee 785,3,13,2021-05-02 19:28:21.878662,2021-05-02 21:28:21.878662,Player 785,785,Championship 785,Venue 785
Player 786,Player 787,Referee 786,3,13,2021-05-01 19:28:21.879249,2021-05-02 00:28:21.879249,Player 787,786,Championship 786,Venue 786
Player 787,Player 788,Referee 787,8,8,2021-04-30 19:28:21.879288,2021-04-30 20:28:21.879288,Player 787,787,Championship 787,Venue 787
Player 788,Player 789,Referee 788,0,16,2021-04-29 19:28:21.879314,2021-04-29 22:28:21.879314,Player 789,788,Championship 788,Venue 788
Player 789,Player 790,Referee 789,2,14,2021-04-28 19:28:21.879339,2021-04-28 23:28:21.879339,Player 789,789,Championship 789,Venue 789
Player 790,Player 791,Referee 790,11,5,2021-04-27 19:28:21.879363,2021-04-27 23:28:21.879363,Player 790,790,Championship 790,Venue 790
Player 791,Player 792,Referee 791,2,14,2021-04-26 19:28:21.879406,2021-04-27 00:28:21.879406,Player 792,791,Championship 791,Venue 791
Player 792,Player 793,Referee 792,0,16,2021-04-25 19:28:21.879437,2021-04-25 21:28:21.879437,Player 793,792,Championship 792,Venue 792
Player 793,Player 794,Referee 793,9,7,2021-04-24 19:28:21.879470,2021-04-24 20:28:21.879470,Player 793,793,Championship 793,Venue 793
Player 794,Player 795,Referee 794,10,6,2021-04-23 19:28:21.879500,2021-04-23 22:28:21.879500,Player 794,794,Championship 794,Venue 794
Player 795,Player 796,Referee 795,12,4,2021-04-22 19:28:21.879532,2021-04-23 00:28:21.879532,Player 796,795,Championship 795,Venue 795
Player 796,Player 797,Referee 796,1,15,2021-04-21 19:28:21.879563,2021-04-22 00:28:21.879563,Player 797,796,Championship 796,Venue 796
Player 797,Player 798,Referee 797,16,0,2021-04-20 19:28:21.879594,2021-04-20 22:28:21.879594,Player 797,797,Championship 797,Venue 797
Player 798,Player 799,Referee 798,11,5,2021-04-19 19:28:21.879624,2021-04-19 22:28:21.879624,Player 799,798,Championship 798,Venue 798
Player 799,Player 800,Referee 799,0,16,2021-04-18 19:28:21.879655,2021-04-18 21:28:21.879655,Player 800,799,Championship 799,Venue 799
Player 800,Player 801,Referee 800,16,0,2021-04-17 19:28:21.879692,2021-04-17 20:28:21.879692,Player 800,800,Championship 800,Venue 800
Player 801,Player 802,Referee 801,3,13,2021-04-16 19:28:21.879722,2021-04-16 23:28:21.879722,Player 801,801,Championship 801,Venue 801
Player 802,Player 803,Referee 802,6,10,2021-04-15 19:28:21.879754,2021-04-15 21:28:21.879754,Player 802,802,Championship 802,Venue 802
Player 803,Player 804,Referee 803,11,5,2021-04-14 19:28:21.879785,2021-04-14 23:28:21.879785,Player 803,803,Championship 803,Venue 803
Player 804,Player 805,Referee 804,11,5,2021-04-13 19:28:21.879816,2021-04-14 00:28:21.879816,Player 804,804,Championship 804,Venue 804
Player 805,Player 806,Referee 805,15,1,2021-04-12 19:28:21.879846,2021-04-12 23:28:21.879846,Player 805,805,Championship 805,Venue 805
Player 806,Player 807,Referee 806,15,1,2021-04-11 19:28:21.879876,2021-04-11 23:28:21.879876,Player 806,806,Championship 806,Venue 806
Player 807,Player 808,Referee 807,14,2,2021-04-10 19:28:21.879910,2021-04-10 22:28:21.879910,Player 808,807,Championship 807,Venue 807
Player 808,Player 809,Referee 808,4,12,2021-04-09 19:28:21.879940,2021-04-09 23:28:21.879940,Player 808,808,Championship 808,Venue 808
Player 809,Player 810,Referee 809,5,11,2021-04-08 19:28:21.879971,2021-04-08 23:28:21.879971,Player 810,809,Championship 809,Venue 809
Player 810,Player 811,Referee 810,7,9,2021-04-07 19:28:21.880000,2021-04-07 20:28:21.880000,Player 810,810,Championship 810,Venue 810
Player 811,Player 812,Referee 811,7,9,2021-04-06 19:28:21.880013,2021-04-07 00:28:21.880013,Player 811,811,Championship 811,Venue 811
Player 812,Player 813,Referee 812,8,8,2021-04-05 19:28:21.880025,2021-04-05 22:28:21.880025,Player 813,812,Championship 812,Venue 812
Player 813,Player 814,Referee 813,15,1,2021-04-04 19:28:21.880038,2021-04-04 20:28:21.880038,Player 814,813,Championship 813,Venue 813
Player 814,Player 815,Referee 814,12,4,2021-04-03 19:28:21.880066,2021-04-03 23:28:21.880066,Player 815,814,Championship 814,Venue 814
Player 815,Player 816,Referee 815,10,6,2021-04-02 19:28:21.880091,2021-04-03 00:28:21.880091,Player 815,815,Championship 815,Venue 815
Player 816,Player 817,Referee 816,0,16,2021-04-01 19:28:21.880116,2021-04-02 00:28:21.880116,Player 817,816,Championship 816,Venue 816
Player 817,Player 818,Referee 817,1,15,2021-03-31 19:28:21.880142,2021-04-01 00:28:21.880142,Player 817,817,Championship 817,Venue 817
Player 818,Player 819,Referee 818,2,14,2021-03-30 19:28:21.880170,2021-03-31 00:28:21.880170,Player 818,818,Championship 818,Venue 818
Player 819,Player 820,Referee 819,2,14,2021-03-29 19:28:21.880201,2021-03-29 21:28:21.880201,Player 819,819,Championship 819,Venue 819
Player 820,Player 821,Referee 820,1,15,2021-03-28 19:28:21.880227,2021-03-28 20:28:21.880227,Player 820,820,Championship 820,Venue 820
Player 821,Player 822,Referee 821,4,12,2021-03-27 19:28:21.880251,2021-03-27 21:28:21.880251,Player 822,821,Championship 821,Venue 821
Player 822,Player 823,Referee 822,13,3,2021-03-26 19:28:21.880276,2021-03-26 21:28:21.880276,Player 823,822,Championship 822,Venue 822
Player 823,Player 824,Referee 823,1,15,2021-03-25 19:28:21.880300,2021-03-26 00:28:21.880300,Player 823,823,Championship 823,Venue 823
Player 824,Player 825,Referee 824,6,10,2021-03-24 19:28:21.880326,2021-03-25 00:28:21.880326,Player 824,824,Championship 824,Venue 824
Player 825,Player 826,Referee 825,13,3,2021-03-23 19:28:21.880351,2021-03-23 23:28:21.880351,Player 826,825,Championship 825,Venue 825
Player 826,Player 827,Referee 826,4,12,2021-03-22 19:28:21.880376,2021-03-22 21:28:21.880376,Player 826,826,Championship 826,Venue 826
Player 827,Player 828,Referee 827,0,16,2021-03-21 19:28:21.880401,2021-03-22 00:28:21.880401,Player 828,827,Championship 827,Venue 827
Player 828,Player 829,Referee 828,10,6,2021-03-20 19:28:21.880426,2021-03-20 22:28:21.880426,Player 828,828,Championship 828,Venue 828
Player 829,Player 830,Referee 829,16,0,2021-03-19 19:28:21.880450,2021-03-19 22:28:21.880450,Player 830,829,Championship 829,Venue 829
Player 830,Player 831,Referee 830,16,0,2021-03-18 19:28:21.880490,2021-03-18 22:28:21.880490,Player 831,830,Championship 830,Venue 830
Player 831,Player 832,Referee 831,7,9,2021-03-17 19:28:21.880512,2021-03-17 21:28:21.880512,Player 832,831,Championship 831,Venue 831
Player 832,Player 833,Referee 832,3,13,2021-03-16 19:28:21.880533,2021-03-16 21:28:21.880533,Player 833,832,Championship 832,Venue 832
Player 833,Player 834,Referee 833,13,3,2021-03-15 19:28:21.880551,2021-03-15 20:28:21.880551,Player 834,833,Championship 833,Venue 833
Player 834,Player 835,Referee 834,2,14,2021-03-14 19:28:21.880570,2021-03-14 21:28:21.880570,Player 834,834,Championship 834,Venue 834
Player 835,Player 836,Referee 835,11,5,2021-03-13 19:28:21.880590,2021-03-14 00:28:21.880590,Player 836,835,Championship 835,Venue 835
Player 836,Player 837,Referee 836,2,14,2021-03-12 19:28:21.880609,2021-03-12 21:28:21.880609,Player 837,836,Championship 836,Venue 836
Player 837,Player 838,Referee 837,4,12,2021-03-11 19:28:21.880629,2021-03-12 00:28:21.880629,Player 838,837,Championship 837,Venue 837
Player 838,Player 839,Referee 838,7,9,2021-03-10 19:28:21.880647,2021-03-11 00:28:21.880647,Player 838,838,Championship 838,Venue 838
Player 839,Player 840,Referee 839,2,14,2021-03-09 19:28:21.880666,2021-03-10 00:28:21.880666,Player 840,839,Championship 839,Venue 839
Player 840,Player 841,Referee 840,7,9,2021-03-08 19:28:21.880685,2021-03-08 23:28:21.880685,Player 840,840,Championship 840,Venue 840
Player 841,Player 842,Referee 841,3,13,2021-03-07 19:28:21.880708,2021-03-07 23:28:21.880708,Player 841,841,Championship 841,Venue 841
Player 842,Player 843,Referee 842,2,14,2021-03-06 19:28:21.880732,2021-03-06 21:28:21.880732,Player 842,842,Championship 842,Venue 842
Player 843,Player 844,Referee 843,5,11,2021-03-05 19:28:21.880757,2021-03-05 20:28:21.880757,Player 843,843,Championship 843,Venue 843
Player 844,Player 845,Referee 844,12,4,2021-03-04 19:28:21.880780,2021-03-04 22:28:21.880780,Player 844,844,Championship 844,Venue 844
Player 845,Player 846,Referee 845,14,2,2021-03-03 19:28:21.880804,2021-03-03 21:28:21.880804,Player 846,845,Championship 845,Venue 845
Player 846,Player 847,Referee 846,6,10,2021-03-02 19:28:21.881470,2021-03-02 21:28:21.881470,Player 846,846,Championship 846,Venue 846
Player 847,Player 848,Referee 847,2,14,2021-03-01 19:28:21.881508,2021-03-02 00:28:21.881508,Player 847,847,Championship 847,Venue 847
Player 848,Player 849,Referee 848,6,10,2021-02-28 19:28:21.881534,2021-02-28 20:28:21.881534,Player 848,848,Championship 848,Venue 848
Player 849,Player 850,Referee 849,7,9,2021-02-27 19:28:21.881555,2021-02-27 22:28:21.881555,Player 849,849,Championship 849,Venue 849
Player 850,Player 851,Referee 850,14,2,2021-02-26 19:28:21.881578,2021-02-26 20:28:21.881578,Player 850,850,Championship 850,Venue 850
Player 851,Player 852,Referee 851,8,8,2021-02-25 19:28:21.881604,2021-02-25 20:28:21.881604,Player 852,851,Championship 851,Venue 851
Player 852,Player 853,Referee 852,0,16,2021-02-24 19:28:21.881629,2021-02-24 20:28:21.881629,Player 852,852,Championship 852,Venue 852
Player 853,Player 854,Referee 853,12,4,2021-02-23 19:28:21.881652,2021-02-23 21:28:21.881652,Player 854,853,Championship 853,Venue 853
Player 854,Player 855,Referee 854,2,14,2021-02-22 19:28:21.881676,2021-02-22 22:28:21.881676,Player 854,854,Championship 854,Venue 854
Player 855,Player 856,Referee 855,16,0,2021-02-21 19:28:21.881701,2021-02-21 22:28:21.881701,Player 855,855,Championship 855,Venue 855
Player 856,Player 857,Referee 856,13,3,2021-02-20 19:28:21.881723,2021-02-20 22:28:21.881723,Player 856,856,Championship 856,Venue 856
Player 857,Player 858,Referee 857,0,16,2021-02-19 19:28:21.881747,2021-02-19 20:28:21.881747,Player 857,857,Championship 857,Venue 857
Player 858,Player 859,Referee 858,16,0,2021-02-18 19:28:21.881773,2021-02-19 00:28:21.881773,Player 858,858,Championship 858,Venue 858
Player 859,Player 860,Referee 859,1,15,2021-02-17 19:28:21.881795,2021-02-17 23:28:21.881795,Player 860,859,Championship 859,Venue 859
Player 860,Player 861,Referee 860,1,15,2021-02-16 19:28:21.881820,2021-02-16 21:28:21.881820,Player 861,860,Championship 860,Venue 860
Player 861,Player 862,Referee 861,0,16,2021-02-15 19:28:21.881843,2021-02-15 23:28:21.881843,Player 862,861,Championship 861,Venue 861
Player 862,Player 863,Referee 862,11,5,2021-02-14 19:28:21.881864,2021-02-14 20:28:21.881864,Player 863,862,Championship 862,Venue 862
Player 863,Player 864,Referee 863,15,1,2021-02-13 19:28:21.881883,2021-02-13 20:28:21.881883,Player 863,863,Championship 863,Venue 863
Player 864,Player 865,Referee 864,10,6,2021-02-12 19:28:21.881906,2021-02-13 00:28:21.881906,Player 864,864,Championship 864,Venue 864
Player 865,Player 866,Referee 865,16,0,2021-02-11 19:28:21.881932,2021-02-11 20:28:21.881932,Player 865,865,Championship 865,Venue 865
Player 866,Player 867,Referee 866,1,15,2021-02-10 19:28:21.881955,2021-02-10 22:28:21.881955,Player 866,866,Championship 866,Venue 866
Player 867,Player 868,Referee 867,1,15,2021-02-09 19:28:21.881974,2021-02-09 22:28:21.881974,Player 867,867,Championship 867,Venue 867
Player 868,Player 869,Referee 868,6,10,2021-02-08 19:28:21.881993,2021-02-08 21:28:21.881993,Player 869,868,Championship 868,Venue 868
Player 869,Player 870,Referee 869,13,3,2021-02-07 19:28:21.882015,2021-02-08 00:28:21.882015,Player 870,869,Championship 869,Venue 869
Player 870,Player 871,Referee 870,8,8,2021-02-06 19:28:21.882034,2021-02-06 22:28:21.882034,Player 870,870,Championship 870,Venue 870
Player 871,Player 872,Referee 871,14,2,2021-02-05 19:28:21.882061,2021-02-05 22:28:21.882061,Player 871,871,Championship 871,Venue 871
Player 872,Player 873,Referee 872,7,9,2021-02-04 19:28:21.882083,2021-02-05 00:28:21.882083,Player 873,872,Championship 872,Venue 872
Player 873,Player 874,Referee 873,1,15,2021-02-03 19:28:21.882112,2021-02-04 00:28:21.882112,Player 873,873,Championship 873,Venue 873
Player 874,Player 875,Referee 874,16,0,2021-02-02 19:28:21.882131,2021-02-02 21:28:21.882131,Player 874,874,Championship 874,Venue 874
Player 875,Player 876,Referee 875,5,11,2021-02-01 19:28:21.882152,2021-02-01 21:28:21.882152,Player 876,875,Championship 875,Venue 875
Player 876,Player 877,Referee 876,4,12,2021-01-31 19:28:21.882171,2021-02-01 00:28:21.882171,Player 876,876,Championship 876,Venue 876
Player 877,Player 878,Referee 877,4,12,2021-01-30 19:28:21.882193,2021-01-30 23:28:21.882193,Player 878,877,Championship 877,Venue 877
Player 878,Player 879,Referee 878,7,9,2021-01-29 19:28:21.882215,2021-01-29 21:28:21.882215,Player 878,878,Championship 878,Venue 878
Player 879,Player 880,Referee 879,13,3,2021-01-28 19:28:21.882236,2021-01-28 22:28:21.882236,Player 880,879,Championship 879,Venue 879
Player 880,Player 881,Referee 880,14,2,2021-01-27 19:28:21.882256,2021-01-28 00:28:21.882256,Player 881,880,Championship 880,Venue 880
Player 881,Player 882,Referee 881,6,10,2021-01-26 19:28:21.882278,2021-01-27 00:28:21.882278,Player 882,881,Championship 881,Venue 881
Player 882,Player 883,Referee 882,3,13,2021-01-25 19:28:21.882301,2021-01-25 22:28:21.882301,Player 882,882,Championship 882,Venue 882
Player 883,Player 884,Referee 883,12,4,2021-01-24 19:28:21.882324,2021-01-24 23:28:21.882324,Player 883,883,Championship 883,Venue 883
Player 884,Player 885,Referee 884,7,9,2021-01-23 19:28:21.882344,2021-01-23 20:28:21.882344,Player 885,884,Championship 884,Venue 884
Player 885,Player 886,Referee 885,0,16,2021-01-22 19:28:21.882365,2021-01-22 20:28:21.882365,Player 886,885,Championship 885,Venue 885
Player 886,Player 887,Referee 886,6,10,2021-01-21 19:28:21.882391,2021-01-21 23:28:21.882391,Player 886,886,Championship 886,Venue 886
Player 887,Player 888,Referee 887,7,9,2021-01-20 19:28:21.882435,2021-01-20 23:28:21.882435,Player 888,887,Championship 887,Venue 887
Player 888,Player 889,Referee 888,13,3,2021-01-19 19:28:21.882459,2021-01-19 20:28:21.882459,Player 889,888,Championship 888,Venue 888
Player 889,Player 890,Referee 889,16,0,2021-01-18 19:28:21.882482,2021-01-18 20:28:21.882482,Player 890,889,Championship 889,Venue 889
Player 890,Player 891,Referee 890,0,16,2021-01-17 19:28:21.882507,2021-01-17 23:28:21.882507,Player 890,890,Championship 890,Venue 890
Player 891,Player 892,Referee 891,15,1,2021-01-16 19:28:21.882529,2021-01-16 23:28:21.882529,Player 891,891,Championship 891,Venue 891
Player 892,Player 893,Referee 892,10,6,2021-01-15 19:28:21.882556,2021-01-15 23:28:21.882556,Player 893,892,Championship 892,Venue 892
Player 893,Player 894,Referee 893,15,1,2021-01-14 19:28:21.882585,2021-01-14 22:28:21.882585,Player 894,893,Championship 893,Venue 893
Player 894,Player 895,Referee 894,12,4,2021-01-13 19:28:21.882616,2021-01-14 00:28:21.882616,Player 895,894,Championship 894,Venue 894
Player 895,Player 896,Referee 895,15,1,2021-01-12 19:28:21.882644,2021-01-12 21:28:21.882644,Player 896,895,Championship 895,Venue 895
Player 896,Player 897,Referee 896,8,8,2021-01-11 19:28:21.882667,2021-01-11 20:28:21.882667,Player 896,896,Championship 896,Venue 896
Player 897,Player 898,Referee 897,0,16,2021-01-10 19:28:21.882691,2021-01-10 21:28:21.882691,Player 897,897,Championship 897,Venue 897
Player 898,Player 899,Referee 898,8,8,2021-01-09 19:28:21.882714,2021-01-09 21:28:21.882714,Player 898,898,Championship 898,Venue 898
Player 899,Player 900,Referee 899,0,16,2021-01-08 19:28:21.882738,2021-01-08 20:28:21.882738,Player 900,899,Championship 899,Venue 899
Player 900,Player 901,Referee 900,10,6,2021-01-07 19:28:21.882764,2021-01-07 22:28:21.882764,Player 900,900,Championship 900,Venue 900
Player 901,Player 902,Referee 901,6,10,2021-01-06 19:28:21.882788,2021-01-06 23:28:21.882788,Player 901,901,Championship 901,Venue 901
Player 902,Player 903,Referee 902,4,12,2021-01-05 19:28:21.882812,2021-01-05 20:28:21.882812,Player 903,902,Championship 902,Venue 902
Player 903,Player 904,Referee 903,6,10,2021-01-04 19:28:21.882834,2021-01-04 20:28:21.882834,Player 903,903,Championship 903,Venue 903
Player 904,Player 905,Referee 904,16,0,2021-01-03 19:28:21.882857,2021-01-03 20:28:21.882857,Player 904,904,Championship 904,Venue 904
Player 905,Player 906,Referee 905,6,10,2021-01-02 19:28:21.882881,2021-01-02 21:28:21.882881,Player 906,905,Championship 905,Venue 905
Player 906,Player 907,Referee 906,3,13,2021-01-01 19:28:21.883561,2021-01-02 00:28:21.883561,Player 906,906,Championship 906,Venue 906
Player 907,Player 908,Referee 907,11,5,2020-12-31 19:28:21.883592,2020-12-31 23:28:21.883592,Player 908,907,Championship 907,Venue 907
Player 908,Player 909,Referee 908,3,13,2020-12-30 19:28:21.883618,2020-12-30 23:28:21.883618,Player 908,908,Championship 908,Venue 908
Player 909,Player 910,Referee 909,6,10,2020-12-29 19:28:21.883638,2020-12-29 23:28:21.883638,Player 909,909,Championship 909,Venue 909
Player 910,Player 911,Referee 910,16,0,2020-12-28 19:28:21.883656,2020-12-28 20:28:21.883656,Player 911,910,Championship 910,Venue 910
Player 911,Player 912,Referee 911,11,5,2020-12-27 19:28:21.883676,2020-12-28 00:28:21.883676,Player 911,911,Championship 911,Venue 911
Player 912,Player 913,Referee 912,2,14,2020-12-26 19:28:21.883695,2020-12-26 23:28:21.883695,Player 913,912,Championship 912,Venue 912
Player 913,Player 914,Referee 913,10,6,2020-12-25 19:28:21.883715,2020-12-26 00:28:21.883715,Player 913,913,Championship 913,Venue 913
Player 914,Player 915,Referee 914,5,11,2020-12-24 19:28:21.883741,2020-12-24 20:28:21.883741,Player 915,914,Championship 914,Venue 914
Player 915,Player 916,Referee 915,3,13,2020-12-23 19:28:21.883759,2020-12-23 21:28:21.883759,Player 916,915,Championship 915,Venue 915
Player 916,Player 917,Referee 916,1,15,2020-12-22 19:28:21.883778,2020-12-22 23:28:21.883778,Player 916,916,Championship 916,Venue 916
Player 917,Player 918,Referee 917,12,4,2020-12-21 19:28:21.883799,2020-12-21 21:28:21.883799,Player 917,917,Championship 917,Venue 917
Player 918,Player 919,Referee 918,8,8,2020-12-20 19:28:21.883819,2020-12-20 21:28:21.883819,Player 919,918,Championship 918,Venue 918
Player 919,Player 920,Referee 919,7,9,2020-12-19 19:28:21.883838,2020-12-19 21:28:21.883838,Player 920,919,Championship 919,Venue 919
Player 920,Player 921,Referee 920,5,11,2020-12-18 19:28:21.883856,2020-12-18 20:28:21.883856,Player 921,920,Championship 920,Venue 920
Player 921,Player 922,Referee 921,0,16,2020-12-17 19:28:21.883876,2020-12-18 00:28:21.883876,Player 922,921,Championship 921,Venue 921
Player 922,Player 923,Referee 922,16,0,2020-12-16 19:28:21.883895,2020-12-16 23:28:21.883895,Player 922,922,Championship 922,Venue 922
Player 923,Player 924,Referee 923,4,12,2020-12-15 19:28:21.883915,2020-12-15 20:28:21.883915,Player 923,923,Championship 923,Venue 923
Player 924,Player 925,Referee 924,12,4,2020-12-14 19:28:21.883934,2020-12-14 22:28:21.883934,Player 925,924,Championship 924,Venue 924
Player 925,Player 926,Referee 925,16,0,2020-12-13 19:28:21.883955,2020-12-13 21:28:21.883955,Player 925,925,Championship 925,Venue 925
Player 926,Player 927,Referee 926,2,14,2020-12-12 19:28:21.883974,2020-12-12 22:28:21.883974,Player 926,926,Championship 926,Venue 926
Player 927,Player 928,Referee 927,0,16,2020-12-11 19:28:21.883991,2020-12-12 00:28:21.883991,Player 928,927,Championship 927,Venue 927
Player 928,Player 929,Referee 928,10,6,2020-12-10 19:28:21.884010,2020-12-10 22:28:21.884010,Player 929,928,Championship 928,Venue 928
Player 929,Player 930,Referee 929,3,13,2020-12-09 19:28:21.884030,2020-12-09 20:28:21.884030,Player 929,929,Championship 929,Venue 929
Player 930,Player 931,Referee 930,14,2,2020-12-08 19:28:21.884049,2020-12-08 23:28:21.884049,Player 931,930,Championship 930,Venue 930
Player 931,Player 932,Referee 931,1,15,2020-12-07 19:28:21.884067,2020-12-07 21:28:21.884067,Player 932,931,Championship 931,Venue 931
Player 932,Player 933,Referee 932,9,7,2020-12-06 19:28:21.884088,2020-12-06 22:28:21.884088,Player 933,932,Championship 932,Venue 932
Player 933,Player 934,Referee 933,9,7,2020-12-05 19:28:21.884107,2020-12-05 23:28:21.884107,Player 933,933,Championship 933,Venue 933
Player 934,Player 935,Referee 934,6,10,2020-12-04 19:28:21.884125,2020-12-04 20:28:21.884125,Player 935,934,Championship 934,Venue 934
Player 935,Player 936,Referee 935,1,15,2020-12-03 19:28:21.884144,2020-12-03 21:28:21.884144,Player 936,935,Championship 935,Venue 935
Player 936,Player 937,Referee 936,12,4,2020-12-02 19:28:21.884164,2020-12-03 00:28:21.884164,Player 936,936,Championship 936,Venue 936
Player 937,Player 938,Referee 937,13,3,2020-12-01 19:28:21.884184,2020-12-01 21:28:21.884184,Player 937,937,Championship 937,Venue 937
Player 938,Player 939,Referee 938,1,15,2020-11-30 19:28:21.884205,2020-11-30 23:28:21.884205,Player 938,938,Championship 938,Venue 938
Player 939,Player 940,Referee 939,11,5,2020-11-29 19:28:21.884225,2020-11-29 22:28:21.884225,Player 939,939,Championship 939,Venue 939
Player 940,Player 941,Referee 940,4,12,2020-11-28 19:28:21.884246,2020-11-28 22:28:21.884246,Player 941,940,Championship 940,Venue 940
Player 941,Player 942,Referee 941,13,3,2020-11-27 19:28:21.884268,2020-11-27 22:28:21.884268,Player 942,941,Championship 941,Venue 941
Player 942,Player 943,Referee 942,5,11,2020-11-26 19:28:21.884289,2020-11-26 22:28:21.884289,Player 943,942,Championship 942,Venue 942
Player 943,Player 944,Referee 943,6,10,2020-11-25 19:28:21.884308,2020-11-26 00:28:21.884308,Player 944,943,Championship 943,Venue 943
Player 944,Player 945,Referee 944,6,10,2020-11-24 19:28:21.884328,2020-11-24 23:28:21.884328,Player 944,944,Championship 944,Venue 944
Player 945,Player 946,Referee 945,3,13,2020-11-23 19:28:21.884349,2020-11-23 20:28:21.884349,Player 946,945,Championship 945,Venue 945
Player 946,Player 947,Referee 946,12,4,2020-11-22 19:28:21.884387,2020-11-22 23:28:21.884387,Player 947,946,Championship 946,Venue 946
Player 947,Player 948,Referee 947,8,8,2020-11-21 19:28:21.884410,2020-11-21 23:28:21.884410,Player 948,947,Championship 947,Venue 947
Player 948,Player 949,Referee 948,5,11,2020-11-20 19:28:21.884433,2020-11-21 00:28:21.884433,Player 949,948,Championship 948,Venue 948
Player 949,Player 950,Referee 949,2,14,2020-11-19 19:28:21.884455,2020-11-19 22:28:21.884455,Player 950,949,Championship 949,Venue 949
Player 950,Player 951,Referee 950,0,16,2020-11-18 19:28:21.884480,2020-11-18 21:28:21.884480,Player 950,950,Championship 950,Venue 950
Player 951,Player 952,Referee 951,3,13,2020-11-17 19:28:21.884501,2020-11-17 21:28:21.884501,Player 952,951,Championship 951,Venue 951
Player 952,Player 953,Referee 952,13,3,2020-11-16 19:28:21.884523,2020-11-16 22:28:21.884523,Player 952,952,Championship 952,Venue 952
Player 953,Player 954,Referee 953,10,6,2020-11-15 19:28:21.884545,2020-11-15 21:28:21.884545,Player 954,953,Championship 953,Venue 953
Player 954,Player 955,Referee 954,16,0,2020-11-14 19:28:21.884567,2020-11-15 00:28:21.884567,Player 955,954,Championship 954,Venue 954
Player 955,Player 956,Referee 955,2,14,2020-11-13 19:28:21.884591,2020-11-14 00:28:21.884591,Player 955,955,Championship 955,Venue 955
Player 956,Player 957,Referee 956,12,4,2020-11-12 19:28:21.884614,2020-11-12 20:28:21.884614,Player 956,956,Championship 956,Venue 956
Player 957,Player 958,Referee 957,11,5,2020-11-11 19:28:21.884636,2020-11-12 00:28:21.884636,Player 958,957,Championship 957,Venue 957
Player 958,Player 959,Referee 958,6,10,2020-11-10 19:28:21.884663,2020-11-10 20:28:21.884663,Player 959,958,Championship 958,Venue 958
Player 959,Player 960,Referee 959,3,13,2020-11-09 19:28:21.884685,2020-11-09 22:28:21.884685,Player 960,959,Championship 959,Venue 959
Player 960,Player 961,Referee 960,2,14,2020-11-08 19:28:21.884708,2020-11-08 23:28:21.884708,Player 960,960,Championship 960,Venue 960
Player 961,Player 962,Referee 961,0,16,2020-11-07 19:28:21.884730,2020-11-07 23:28:21.884730,Player 962,961,Championship 961,Venue 961
Player 962,Player 963,Referee 962,5,11,2020-11-06 19:28:21.884753,2020-11-06 20:28:21.884753,Player 962,962,Championship 962,Venue 962
Player 963,Player 964,Referee 963,15,1,2020-11-05 19:28:21.884777,2020-11-05 20:28:21.884777,Player 964,963,Championship 963,Venue 963
Player 964,Player 965,Referee 964,13,3,2020-11-04 19:28:21.884800,2020-11-04 22:28:21.884800,Player 965,964,Championship 964,Venue 964
Player 965,Player 966,Referee 965,13,3,2020-11-03 19:28:21.884822,2020-11-04 00:28:21.884822,Player 965,965,Championship 965,Venue 965
Player 966,Player 967,Referee 966,7,9,2020-11-02 19:28:21.885848,2020-11-02 23:28:21.885848,Player 966,966,Championship 966,Venue 966
Player 967,Player 968,Referee 967,2,14,2020-11-01 19:28:21.885890,2020-11-01 22:28:21.885890,Player 967,967,Championship 967,Venue 967
Player 968,Player 969,Referee 968,9,7,2020-10-31 19:28:21.885917,2020-10-31 21:28:21.885917,Player 969,968,Championship 968,Venue 968
Player 969,Player 970,Referee 969,8,8,2020-10-30 19:28:21.885943,2020-10-30 21:28:21.885943,Player 969,969,Championship 969,Venue 969
Player 970,Player 971,Referee 970,9,7,2020-10-29 19:28:21.885967,2020-10-29 21:28:21.885967,Player 970,970,Championship 970,Venue 970
Player 971,Player 972,Referee 971,12,4,2020-10-28 19:28:21.885991,2020-10-28 22:28:21.885991,Player 971,971,Championship 971,Venue 971
Player 972,Player 973,Referee 972,7,9,2020-10-27 19:28:21.886016,2020-10-27 22:28:21.886016,Player 973,972,Championship 972,Venue 972
Player 973,Player 974,Referee 973,4,12,2020-10-26 19:28:21.886040,2020-10-26 22:28:21.886040,Player 973,973,Championship 973,Venue 973
Player 974,Player 975,Referee 974,14,2,2020-10-25 19:28:21.886064,2020-10-26 00:28:21.886064,Player 975,974,Championship 974,Venue 974
Player 975,Player 976,Referee 975,14,2,2020-10-24 19:28:21.886089,2020-10-24 21:28:21.886089,Player 975,975,Championship 975,Venue 975
Player 976,Player 977,Referee 976,5,11,2020-10-23 19:28:21.886113,2020-10-23 22:28:21.886113,Player 976,976,Championship 976,Venue 976
Player 977,Player 978,Referee 977,3,13,2020-10-22 19:28:21.886137,2020-10-22 21:28:21.886137,Player 978,977,Championship 977,Venue 977
Player 978,Player 979,Referee 978,5,11,2020-10-21 19:28:21.886161,2020-10-21 21:28:21.886161,Player 978,978,Championship 978,Venue 978
Player 979,Player 980,Referee 979,11,5,2020-10-20 19:28:21.886184,2020-10-21 00:28:21.886184,Player 980,979,Championship 979,Venue 979
